movie_id,review_id,author,title,text,rating,date,upvotes,downvotes,last_update,to_process
0219822,0689337,ThurstonHunger,Just say bonobo...,"I read the IMDB reviews on this two nights ago, and decided not to rent this film. But then as if by coincidence, the next night I noticed it was on cable currently, so I taped it.
And I'm glad I did.
It seems some reviewers lament the lack of a message in this, I can appreciate such weighty films, hey I enjoyed the ""Whale Rider,"" but such films often reduce down simply to hackneyed sententia. I'm kinda afraid life does as well...but this ain't the forum for that chat.
Charlie Kaufmann seems to specialize in *mixed* message films. I enjoy them as I enjoy a puzzle. They are thought-provoking both in theme and in details (don't know about you, but I had to look up Franz Kline...)
Other reviewers lament the onanism going on (or should that be down).  To me, ""Adaptation"" was a whole lot more masturbatory, this has an easier-to-follow plot. The humor rises more quickly to the surface...and yes I did chuckle at times.
No one so far has voiced concern over this being a film that reflects back from the start. It is done deftly; although I know some people dislike that as a device.
There are several nice film tricks. A circular beginning/ending, Robbins clearly being in a closed afterworld, and nods to other films...Bambi, Tarzan, Frankenstein, Sophie's Choice... ;> No, I'm forgetting another real one. I'm not that familiar with the director's MTV exploits, but I'll rent that collection sooner or later.
No one here yet has mentioned Young Frankenstein (which I see as more of a prototype than Pygmalion...or even Oedipus Rex.) But there are some serious questions being posed. Less these days than in the 70's do we get pitched an idyllic ideal; one wherein if man were stripped of his modern trappings, social strictures, political oppression and other garb, would we find a purer being? Isn't that also an element of Marx/Hegelism?
Kaufmann weaves a new sort of unibrow...uniting the high and the low.
There are other more universal moments here. Arquette struggling not to care what others think about her. Robbins trying to chose between the sweet girlfriend and the saucy seductress, between his heart and his...
Ahem, still there's much more here than what I fear is found in ""Me and Him."" Libido is a prime mover...whether subjugated or conjugal.
I'm having a hard time wrapping this up...is it a film that states that human nature is deceitful (all of four main characters are in at least one charade)?
Again, I'm glad I rented it. I've got to get better at cross-referencing other reviewers when reading posts here. I think Kaufmann is a very gifted, and very conflicted guy.
7/10",7.0,2003-12-07,54,18,2025-04-02 09:14:01,0
0219822,0689332,rosscinema,Odd little story from Kaufman,"This is further proof that writer Charlie Kaufman is probably the most unique writer in show business and he's developing into quite the cult figure. This odd story is about a woman named Lila (Patricia Arquette) who's body is covered with hair and at the age of 20 she retreats into the wilderness to hide and she writes nature books to make ends meet. But after some time she decides to leave and get electro-dialysis because she gets horny. Her friend hooks her up with a shy and repressed scientist named Nathan (Tim Robbins) and they hit it off. Then while on a nature walk they discover a man (Rhys Ifans) living in the wilderness who thinks he's an ape. They take him back to Nathan's lab where he is going to teach him to be human. Only Kaufman could come up with such a ridiculous story and make it redeemable. The film is directed by Michel Gondry who is known for directing several of Bjorks videos and he makes his feature film debut here. I think the film works because Kaufman makes sure the viewer is not to take this seriously but at the same time the humor is not presented in an over the top way like some cheap attempt at laughs. The humor is more dry witted and it reminded me a little of something Albert Brooks might have thought of. Another thing I enjoyed was the performance of Arquette. She's the core of this film and it should remind everyone that she is able to carry a film by herself and that she's a very underrated actress. I've always been a big fan of hers and she's just not used in films enough. She does appear nude but she seems fine with it and she should, she looks great. The film wants to ask the question about sex and the difference between humans and animals and the environment we are all brought up in. When the film was over I wasn't sure what to make of it but once I found out that Charlie Kaufman wrote the script an immediate smile came across my face. Knowing he was behind this odd comedy seems to make all the sense in the world!",6.0,2003-06-24,29,12,2025-04-02 09:14:01,0
0219822,0689331,TxCracker,The question on all of our minds:,"After perusing the other viewers' comments on this site and noting the plethora of pertinent sociological questions that arise from the viewing of this obviously intellectual piece of cinematography, I can't help but notice that the most obvious question of all has not yet been touched upon, therefore, I will ask it now.
If you were locked in a room with Patricia Arquette and an electric grooming shear, would you shave her body before making love to her?
Maybe the reason this question has not yet been asked is because the answer is so obvious it pretty much goes without saying. That answer is, of course, no. If you were to buzz-cut Ms. Arquette's body with such a tool, you would, without any doubt, leave a stubble that would be rough and scratchy, causing you so much discomfort during the act of intercourse that the whole experience would inevitably become somewhat unpleasant, relatively speaking.
Leaving her hairy, on the other hand, would give you the sensation that you were rolling around with a large, fluffy dog...a feeling which could only add a new measure of pleasure to the whole coital experience. This should not be construed as bestiality, being that the ""fluffy-dog"" sense of pleasure would be separate from the ""doing Patricia"" feeling of prurient ecstasy, which means the whole scenario could be pulled off guilt-free.
That would be superb, especially for me, being that I have been totally hot for this particular actress ever since I saw her in True Romance. I would be happy to be in bed with her even if she was a toothless quadruple-amputee covered with hair from her head all the way down to her...uh, never mind.",7.0,2003-06-08,5,3,2025-04-02 09:14:01,0
0219822,0689296,shades033,A bizarre comedy from the warped mind of Charlie Kaufman,"The latest movie from the warped mind of Being John Malkovich writer Charlie Kaufman is a romantic comedy, exploring the relationships between four individuals brought together by a series of tentative bonds.
The first character, introduced in a series of flashbacks, is Lila (Patricia Arquette), a hirsute girl who becomes an outcast from society due to her fur-covered body. She decides to live in the forest and become a nature writer, but eventually, she gets horny, so her electrolysist (played by Rosie Perez) sets her up with Dr. Nathan Bronfman, an anal and neurotic psychologist, played by Tim Robbins. Bronfman has his own set of issues after being raised by strict disciplinarian parents, and it's not surprising that he's a 35-year-old virgin, considering that his main area of study is trying to teach lab mice table manners. The two quickly fall in love and on a nature trip, they come across a man who has been raised in the wilds, not by a monkey, but by his human father who thinks that he is a monkey. This monkey man, played by Rhys Ifans, brings out Lila's more animalistic urges, but Nathan thinks that this is the key for taking his research to the next step. The newly dubbed ""Puff"" allows himself to be conditioned by Nathan, trying to please his newfound ""father"", by learning and acting more human.
Relative newcomer, Miranda Otto, plays Gabrielle, Nathan's manipulative ""French"" lab assistant, playing with the doctor's feelings to get whatever she wants from him. When Nathan finds out Lila's hairy secret, it horrifies him, driving him into Gabrielle's arms and creating a bizarre love rectangle between the four.
Kaufman once again gets a chance to see how far he can go with a number of strange premises and try to tie them together into a cohesive story. This time around, he is working with another video director making his first feature length film in Michel Gandry.
Frankly, Human Nature only has one or two jokes-neither as original as a portal into the head of John Malkovich-but they're funny enough to be stretched out and provide humorous fodder for the entire movie. It does take a little while to warm up to these characters and the situation though. Early in the movie, when a naked and hairy Lila starts parading through the forest singing a song that could have come right out of Disney's ""Song of the South"", you expect a very long and painful movie. But it gets better, and clearly, Rhys Ifans steals the movie, much like he did as Hugh Grant's roommate in Notting Hill. Some of the funnier scenes involve Puff's ""training"" to be more human, and the set-up just gets more and more outlandish. At one point, he is taught how to behave at the opera with a full opera box set constructed inside his cage. Imagine Gene Wilder and Peter Boyle singing ""Puttin' on the Ritz"" in Young Frankenstein to get some idea how funny this situation becomes as it progresses. Ifans alternates between being highly cultured and refined and being a horny, sex-crazed animal. This leads to all sorts of insane situations, where he tries but fails to control his urges, at one point humping a waitress in a classy restaurant. Eventually, he goes on a lecture tour, and the animalistic lovemaking of Nathan and Gabrielle in the next room, drives Puff to a lecherous life seeking out prostitutes. This allows Ifans to show off a darker side to the character, and he beautifully captures the pain suffered by a man-animal that can't decide which he would rather be. The characters are similar archetypes to those found in Being John Malkovich, as Tim Robbins plays John Cusack's hapless schmuck, Otto plays the Catherine Keener bitchy other woman role, and Arquette is the frumpy, spurned woman. Most of the second half of the movie shows how the four characters play a series of human mind games, as they try to feed their animal urges.
Tim Robbins plays his character a bit subtler then some of his past roles, but it works for the character. One of the other amusing schticks involves Nathan debunking his own shrink's theories on his problems--surely his chosen field of study couldn't have anything to do with his strict upbringing. His reaction to finding out that his parents have adopted a polite and well-mannered six-year-old is priceless.
It's fairly obvious that Otto is one of Australia's latest Nicole Kidman clones, as she has a similar mix of beauty and range of demeanor, being sweet one moment and sassy the next. While Gabrielle is a fairly minor role compared to the others, her next appearance will be in the second chapter of The Lord of the Rings.
Patricia Arquette is the weakest link in this equation. (Or is she the missing link?) She spends much of the movie naked or semi-clothed, but doing everything possible to be as unattractive and as unsexy as possible. If she isn't covered in hair from literally from head to toe, she is shaving her body hair, or she is bald, wearing a bad wig and acting psychotic. The concept of a hair-covered woman is a creep enough concept without Arquette's over-the-top performance.
The movie isn't as stylish as some of director Michel Gandry's videos, although the forest scenes hark back to one of his earliest works, which irony of ironies, was on Bjork's first video for the song, ""Human Behavior"".
Overall, Human Nature is a bizarre little movie that gets funnier as it goes along. The laughs come slow at first, but once Rhys Ifans takes center stage, the laughs are regular and hearty. It is a terrific exploration of what it is to be human and what it is to be an animal, and how hard it sometimes is to make the two ends meet. That said, if you're expecting this to be exactly like Being John Malkovich, then you may be disappointed, as this is an animal of another species.
Rating: 7 out of 10",7.0,2002-04-13,3,2,2025-04-02 09:14:01,0
0219822,0689320,room102,See it for Rhys Ifans,"In terms of release dates, Human Nature (2001) has got to be one of the weirdest movies I've encountered: It premiered in Cannes 2001, but is getting released only now (May 2002) in the states (limited release) and Europe, in a painfully slow manner - See Release Dates.
Nice movie about the human nature, as its title suggests. It presents some interesting aspects about the human society and the rules we make. Although I expected it to be a little more ""deep"" and present some more fundamental and philosophical ideas, it's very enjoyable and extremely funny at times.
The 4 leading actors are great, especially Rhys Ifans and Patricia Arquette (how brave!); Who knew she's got such a lovely singing voice, too?
This is Michel Gondry's first feature. Gondry is a French video-clips director, known for his excellent work on such music videos as Massive Attack's ""Protection""; Chemical Brothers' ""Let forever be""; Foo Fighters' ""Everlong""; Daft Punk's ""Around the World""; and Bjork's ""Joga"", ""Bachelorette"", ""Hyperballad"", ""Isobel"", ""Army of me"" and ""Human Behaviour"".
6.5/10",7.0,2002-10-22,2,2,2025-04-02 09:14:01,0
0219822,0689325,Trussoff1,"american ""bingo-bongo""(unfortunately)","i've seen the movie. what a disappointment it was?! At first I thought it'll be GREAT, 'cause Charlie Kaufman is the author of the screenplay. I think, that Charlie Kaufman is the greatest author of our times. Being John Malkovich  (1999), Adaptation (2002) and  Confessions of a Dangerous Mind (2002), I can watch these films dozens of times and they became each time more interesting. BUT this movie is a piece of disappointment. IMHO M. Gondry is not the right man to work with screenplays like that.
It's pity that he gonna do ""Eternal Sunshine of the Spotless Mind""( which is the great script by the way). But I hope for the best. You know sometimes the script makes the movie and not the director. But with the Human Nature (2001) it's not the case definitely.",4.0,2003-03-20,6,5,2025-04-02 09:14:01,0
0219822,2069113,namashi_1,"Superb idea, made into a Superb film!","Michel Gondry's 2001 flick 'Human Nature' is a fascinating idea made into a fascinating, superb film. Imagine a women who has hair all over her body... a somewhat Tarzan is trained to be a human being and a dead doctor is talking from hell/heaven. What a unique and commendable idea, Written by Charlie Kaufman and wonderfully directed by Michel Gondry, 'Human Nature' is different stuff, but pretty good stuff. Thumbs Up!
Performances: Tim Robbins can never be doubted. He's fantastic as always. Miranda Otto carries off her french accent wonderfully and delivers a stupendous performance. Rhys Ifans is a complete natural, not once he goes overboard. Patricia Arquette is superb.
on the whole 'Human Nature' is morbid, but, neat work. Watch this one!",7.0,2009-05-20,1,1,2025-04-02 09:14:01,0
0219822,0689301,rick-289,Not Smart and Not Funny,"Didn't know what it wanted to say or didn't know how to say it -- maybe both. Could have been hilarious. Excellent cast could have risen to the opportunity, had the writer provided even slightly more opportunity. Too bad...",4.0,2002-04-19,3,6,2025-04-02 09:14:01,0
0219822,2310944,kosmasp,Great the first time around,"I really loved it, when I watched it for the first time. But when I had to re-watch a couple of years later (it was some sort of Sneak at a local cinema), I just couldn't laugh as much. But the truth lies somewhere in the middle. The movie is actually good, it just has a few flaws, that you might see when you watch it for the first time. And therefor maybe you should only watch it once and stay onto the good feelings you had for this movie.
It is greatly acted and the jokes hit the mark. Cleverly written and nicely directed (by Mr. Gondry who I adore very much), this has a very unique story to it. If you know Gondry, you know more or less what to expect (more or less everything alas not as greatly balanced as his more recent work).",7.0,2010-09-15,1,1,2025-04-02 09:14:01,0
0219822,2506132,dierregi,Hirsute lady and ape boyfriend drifting in nature & society,"The story goes as follows: a beautiful hirsute blonde, named Lila and played by Arquette, upset by her work experience in a circus' freak show, runs away from society and becomes a famous writer. However, due to sexual urges, she decides to undergo painful (and extremely lengthy) electrolysis on her whole body, to find a sexual partner.
During what one can only imagine as extremely tedious and painful epilation sessions, her beautician mentions a screwed-up scientist, who no woman in her right mind could possibly find attractive. For mysterious reasons, Lila is intrigued, met him and falls in love. Unfortunately, electrolysis having not worked its miracles yet, Lila must continue shaving her body regularly. She is keeping her condition a secret and when she moves in with scientist boyfriend Nathan – played by an unbearable Tim Robbins – her secret becomes hard to keep.
At this stage, the weird couple runs into a wild ape-man (named Puff) and they decide to take him back to Nathan's lab and train him to behave. It must be noted that the main experiment carried out by Nathan was teaching rats to use the correct fork while eating sitting at a table. Honestly, you cannot make this stuff up
After some idiotic antics involving a slutty lab assistant, Lila gets dumped because her body hair is still not completely gone. So she kidnaps Puff and moves back into the forest, to live naked and happily hereafter with the ape-man.
Unfortunately Nathan decides he wants Lila back, despite having moved in with the slutty lab assistant. Tragedy ensues, but honestly who cares? Not a single one of these characters has any lovable (or believable) feature. Starting from the hairy Lila (why would any actress play this part is beyond my understanding), to the sadistic Nathan who wants to teach rats how to use forks, not to mention ape-man Rhys Ifans, afflicted by serious masturbatory problems.
The last - but foremost - question I have is the same asked by another reviewer: how does stuff like this get financed? Seriously, who wants to invest in this type of material?",1.0,2011-10-21,7,10,2025-04-02 09:14:01,0
